Розіграш	Дата проведення	Лототрон	Комплект кульок	Кулька номер 1	Кулька номер 2	Кулька номер 3	Кулька номер 4	Кулька номер 5	Кулька номер 6	Кулька номер 7	Кулька номер 8	Кулька номер 9	Кулька номер 10	Кулька номер 11	Кулька номер 12	Кулька номер 13	Кулька номер 14	Кулька номер 15	Кулька номер 16	Кулька номер 17	Кулька номер 18	Кулька номер 19	Кулька номер 20	2х2	2х3	3х3	2х4	3х4	4х4	3х5	4х5	5х5	3х6	4х6	5х6	6х6	4х7	5х7	6х7	7х7	4х8	5х8	6х8	7х8	8х8	0х9	5х9	6х9	7х9	8х9	9х9	0х10	5х10	6х10	7х10	8х10	9х10	10х10
6251	2018-05-22	Б	4	5	53	16	7	3	40	58	77	8	48	51	69	66	35	67	39	34	30	49	27	43	102	4	337	38	3	217	24	0	669	133	15	0	350	17	1	0	322	40	6	2	0	282	129	32	5	0	0	503	736	125	21	0	0	0
6250	2018-05-21	Б	2	35	71	10	24	46	5	9	17	7	68	44	15	28	6	64	54	69	20	59	3	47	301	54	264	71	3	352	157	8	848	296	38	5	355	54	10	0	396	114	17	0	1	192	197	60	13	0	0	476	842	278	39	4	1	0
6249	2018-05-20	А	4	61	26	10	45	34	70	52	74	80	76	57	64	39	23	20	12	24	1	13	37	31	93	12	245	41	1	241	25	0	581	149	14	0	217	26	1	0	226	66	6	0	0	215	93	18	2	0	0	489	556	84	14	1	0	0
6248	2018-05-19	А	2	16	50	22	53	70	49	69	8	4	1	80	43	25	39	79	2	65	77	74	37	33	189	13	331	68	3	264	47	2	650	113	19	2	280	29	3	0	295	44	3	0	0	199	122	20	0	0	0	584	545	159	21	0	0	0
6247	2018-05-18	А	1	71	40	64	79	33	9	51	52	20	16	21	27	23	57	69	62	78	60	34	5	37	145	10	291	70	0	307	31	1	840	161	13	0	337	49	0	0	319	46	4	0	0	189	147	10	3	0	0	475	641	100	12	2	0	0
6246	2018-05-17	А	4	77	56	2	70	49	78	58	52	51	7	62	1	73	13	63	68	31	57	35	55	20	163	19	310	69	3	269	30	2	772	137	19	0	234	37	2	0	332	59	14	1	0	218	139	23	1	0	0	615	584	163	27	15	0	0
6245	2018-05-16	Б	4	4	25	30	10	72	40	76	48	15	80	29	79	58	20	33	68	31	28	18	70	22	95	16	217	37	0	226	38	4	727	226	20	1	251	41	9	0	236	59	29	0	0	264	103	34	1	0	0	609	551	171	15	0	0	0
6244	2018-05-15	Б	1	68	79	75	64	17	52	30	33	3	29	20	22	70	7	5	74	66	32	6	47	40	234	14	340	52	2	279	41	0	764	183	10	0	320	49	12	0	315	47	21	1	0	200	192	50	5	0	0	561	632	152	12	0	0	0
6243	2018-05-14	А	4	80	40	4	79	72	76	77	34	57	49	45	16	66	62	1	17	39	27	29	10	27	131	9	280	72	14	251	43	0	733	156	16	0	298	59	3	0	294	47	8	0	0	196	113	23	2	0	0	490	689	138	26	1	0	0
6242	2018-05-13	Б	4	52	62	51	46	78	15	63	49	17	36	14	43	54	35	71	42	74	32	2	53	16	102	5	160	44	2	183	24	2	505	104	10	1	201	50	0	0	159	58	5	0	0	269	76	23	0	0	0	495	422	108	9	1	0	0
6241	2018-05-12	Б	4	19	41	44	25	2	28	22	52	50	55	47	6	79	32	59	54	45	80	4	11	20	120	4	250	33	0	228	52	1	712	112	12	1	209	35	1	0	240	67	5	0	0	298	79	19	2	0	0	571	631	116	12	0	0	0
6240	2018-05-11	Б	1	37	12	57	70	52	41	18	46	42	43	38	2	48	3	67	58	33	14	19	45	35	176	29	271	40	5	341	68	2	909	294	29	1	389	114	3	0	446	144	11	2	0	253	166	27	3	0	0	534	745	202	49	7	0	0
6239	2018-05-10	Б	2	22	42	38	31	59	20	53	21	30	28	3	71	62	80	32	24	37	29	4	2	49	146	19	194	74	2	209	51	2	685	148	27	0	238	42	4	0	235	88	6	0	0	180	159	12	3	0	0	582	670	145	30	1	0	0
6238	2018-05-09	Б	1	51	36	62	77	9	2	34	58	63	8	10	37	68	25	61	16	64	65	71	74	69	159	26	269	77	2	293	60	2	751	219	33	2	389	45	16	0	353	108	13	1	0	160	201	12	1	0	0	351	704	180	59	11	0	0
6237	2018-05-08	Б	1	20	66	49	52	29	23	7	25	78	55	4	50	65	67	1	68	72	27	73	38	6	71	5	199	61	2	238	26	1	785	136	14	1	314	44	2	2	409	72	10	0	0	302	136	17	1	0	0	585	615	158	8	0	0	0
6236	2018-05-07	Б	3	59	6	29	34	26	31	79	14	53	80	23	73	35	13	54	21	16	15	75	25	36	250	21	221	64	6	326	50	3	859	199	17	0	349	81	4	0	337	92	13	1	0	192	169	12	2	0	0	531	729	180	30	1	0	0
6235	2018-05-06	Б	2	24	29	41	2	67	57	64	61	50	76	11	73	63	32	34	40	28	13	48	27	21	81	10	186	31	3	182	12	0	664	109	6	0	177	18	6	0	247	39	4	0	0	288	89	12	2	0	0	462	398	131	19	7	0	0
6234	2018-05-05	Б	3	75	3	9	44	29	25	7	63	79	62	64	49	45	24	38	50	4	76	61	71	55	83	8	279	39	3	266	38	1	854	171	24	0	257	34	0	0	330	69	8	0	0	203	103	30	1	0	0	644	739	148	23	2	0	0
6233	2018-05-04	Б	3	23	73	28	68	77	51	3	42	63	78	69	71	62	43	56	47	36	8	16	45	17	95	18	239	47	3	213	28	0	685	141	16	0	301	83	2	0	297	64	5	1	0	258	121	15	1	0	0	711	628	154	8	2	0	0
6232	2018-05-03	Б	1	56	6	55	41	4	7	57	39	79	43	37	2	18	80	77	22	78	21	1	33	43	118	14	279	102	8	292	72	9	774	194	17	1	258	37	5	0	259	76	10	0	0	193	193	40	2	0	0	557	700	172	18	1	0	0
6231	2018-05-02	А	4	65	6	28	22	55	45	53	25	46	51	48	74	70	5	18	42	64	38	50	77	7	52	3	168	27	0	178	38	1	565	80	11	1	254	60	4	0	249	73	7	1	0	201	65	11	1	0	0	625	484	77	31	0	0	0
6230	2018-05-01	А	2	15	30	9	40	67	62	11	52	16	69	31	49	73	70	17	7	50	42	68	12	11	112	13	205	29	1	187	24	0	687	122	10	0	198	33	2	0	246	73	12	0	0	202	134	24	2	1	0	442	552	98	10	0	0	0
6229	2018-04-30	А	3	19	16	61	43	77	48	37	63	65	71	20	6	14	11	23	73	18	4	68	36	20	83	7	217	36	3	246	48	1	711	181	14	0	256	38	0	0	243	60	13	1	0	212	158	37	1	0	0	462	640	140	19	1	0	0
6228	2018-04-29	А	3	24	56	64	29	76	47	73	30	5	71	19	46	23	10	44	77	13	51	54	35	30	117	17	190	42	3	215	23	2	673	160	18	0	291	38	0	0	193	64	0	0	0	205	87	13	0	0	0	453	407	102	10	0	0	0
6227	2018-04-28	А	3	52	33	56	57	30	28	53	69	71	6	63	67	12	31	3	72	68	27	37	74	14	121	11	195	25	0	249	34	0	799	196	30	0	303	46	4	0	292	53	17	0	0	214	148	30	0	0	0	491	721	130	18	0	0	0
6226	2018-04-27	А	4	44	52	64	2	80	15	3	73	54	32	63	68	4	22	25	43	40	47	5	56	14	98	12	230	65	4	291	47	4	959	175	23	0	263	31	2	0	359	80	7	0	0	328	131	20	1	0	0	697	707	165	28	0	0	0
6225	2018-04-26	А	2	11	39	80	74	13	16	77	31	66	35	20	62	53	24	65	70	41	56	6	60	35	82	5	235	37	2	315	45	11	757	132	15	2	245	29	5	0	265	56	10	1	0	329	119	44	1	0	0	624	701	155	25	4	0	0
6224	2018-04-25	А	2	38	17	4	24	53	43	22	16	6	54	67	21	14	37	11	63	13	19	64	44	27	91	18	192	56	4	234	189	0	777	194	33	5	265	44	15	0	345	107	36	3	0	356	180	58	4	0	0	633	700	183	18	7	0	0
6223	2018-04-24	Б	3	53	61	77	69	41	54	16	23	37	58	27	73	17	34	25	64	52	60	31	19	47	110	2	343	48	18	333	26	1	827	188	23	0	300	58	4	0	306	107	7	0	0	251	162	21	4	0	0	823	830	187	55	2	0	0
6222	2018-04-23	Б	1	21	5	78	8	38	12	67	63	2	73	42	69	40	24	6	45	31	37	44	11	98	162	7	177	46	5	214	38	3	835	153	11	0	247	37	2	0	329	62	8	0	0	264	94	21	0	0	0	513	829	116	22	2	0	0
6221	2018-04-22	Б	2	60	35	26	71	23	52	2	15	4	45	1	73	67	22	42	58	28	47	40	18	8	79	9	221	73	1	302	32	11	659	120	14	1	280	48	0	0	241	49	11	0	0	142	102	14	0	0	0	548	557	145	10	0	0	0
6220	2018-04-21	Б	2	35	21	13	77	39	66	2	29	50	1	3	73	14	63	68	22	5	37	51	31	22	134	6	287	66	2	306	55	1	955	224	8	3	271	57	3	0	306	90	6	1	0	202	168	50	18	0	0	449	868	161	13	1	0	0
6219	2018-04-20	Б	1	45	73	39	23	44	63	5	29	50	34	30	28	10	12	74	62	7	32	18	14	28	156	6	264	55	4	323	45	1	1090	227	13	0	338	41	5	0	367	56	7	0	0	294	174	33	0	0	0	642	812	145	18	2	0	0
6218	2018-04-19	А	2	36	14	2	56	48	74	63	53	55	31	52	13	51	76	47	34	9	72	59	67	13	59	8	256	49	2	217	29	2	624	141	10	0	246	40	7	0	311	63	8	0	0	308	119	25	0	0	0	668	615	152	18	0	0	0
6217	2018-04-18	А	3	52	9	42	63	8	73	57	34	78	50	1	21	39	7	65	41	6	55	44	38	25	141	7	211	42	4	195	30	1	674	175	15	1	273	46	12	0	292	79	4	1	0	226	118	25	1	0	0	568	624	108	22	11	0	0
6216	2018-04-17	А	3	37	36	13	30	16	44	79	32	68	21	45	26	6	63	7	71	34	74	20	60	28	89	18	247	29	1	244	28	0	946	123	18	2	194	33	4	0	322	78	10	0	0	308	142	15	4	0	0	656	585	118	13	10	0	0
6215	2018-04-16	А	4	65	8	73	6	57	25	53	17	5	64	45	9	80	68	59	51	4	11	76	26	39	90	4	260	50	0	297	33	1	765	169	17	0	285	87	2	0	341	78	7	0	0	233	184	21	4	0	0	581	819	136	26	1	0	0
6214	2018-04-15	А	2	14	36	30	38	13	65	8	76	53	9	63	7	40	12	57	45	29	54	61	41	31	66	7	193	30	5	231	13	2	639	177	12	0	252	35	5	0	252	49	2	1	0	193	167	10	2	0	0	452	571	130	18	1	0	0
6213	2018-04-14	Б	1	3	79	18	33	50	73	72	63	32	69	64	24	48	75	52	8	14	44	26	74	14	166	12	241	54	4	232	41	2	628	131	18	0	212	45	2	0	282	47	7	0	0	242	144	21	4	0	0	572	635	145	18	0	0	0
6212	2018-04-13	Б	3	43	52	6	78	63	5	45	49	2	27	65	68	9	71	25	76	56	30	42	10	117	328	17	314	64	2	353	49	0	969	199	18	2	326	85	1	0	376	79	5	0	0	283	126	37	4	0	0	592	932	162	11	5	0	0
6211	2018-04-12	Б	4	54	52	24	66	48	72	34	31	71	63	27	65	16	9	13	23	4	22	39	8	209	110	8	219	50	2	235	30	0	677	135	12	0	265	38	5	0	302	62	3	1	0	270	143	38	0	1	0	661	558	166	18	0	0	0
6210	2018-04-11	А	3	29	65	76	39	79	14	3	2	42	32	45	28	46	50	36	77	47	31	63	19	9	61	5	225	32	3	198	21	0	497	94	10	0	194	23	3	0	496	53	5	0	0	266	111	21	1	0	0	600	515	96	9	0	0	0
6209	2018-04-10	А	2	47	77	4	42	58	55	16	32	2	57	73	7	60	51	3	23	63	66	44	72	23	120	9	275	74	11	298	33	0	781	153	18	0	237	34	5	1	393	85	10	3	0	214	128	17	13	0	0	678	734	126	15	1	0	0
6208	2018-04-09	А	4	10	59	54	22	44	13	61	42	33	58	19	57	40	68	52	18	62	34	75	76	17	63	11	171	54	3	275	48	2	721	176	21	1	250	65	7	0	330	92	11	0	0	202	136	47	4	0	0	422	748	225	43	11	0	0
6207	2018-04-08	Б	4	15	34	12	55	36	67	72	1	61	10	17	26	70	19	65	16	60	9	27	21	27	74	1	113	22	0	149	14	1	460	107	6	0	170	32	3	0	191	47	8	0	0	171	142	15	2	0	0	350	569	107	9	1	0	0
6206	2018-04-07	Б	1	57	27	23	40	53	56	75	17	49	46	61	42	15	37	3	48	80	28	19	73	25	89	4	204	28	1	242	60	0	594	122	22	0	256	27	4	0	342	67	8	0	0	293	133	19	1	0	0	650	594	139	9	0	0	0
6205	2018-04-06	Б	1	57	26	6	68	1	9	32	59	3	28	79	70	8	51	37	40	71	20	45	19	31	155	10	299	43	3	435	63	0	1089	211	18	0	334	63	1	0	396	96	5	1	0	278	156	27	1	0	0	733	803	184	28	0	0	0
6204	2018-04-05	Б	2	26	20	61	52	7	36	76	29	71	12	24	34	13	10	73	40	49	23	48	32	48	139	8	252	55	1	224	30	0	670	112	12	1	235	31	2	0	282	68	2	0	0	254	99	14	2	0	0	501	548	141	14	2	0	0
6203	2018-04-04	Б	3	29	9	13	21	57	66	65	7	19	6	47	79	59	46	67	10	68	58	26	75	31	295	10	328	30	1	308	52	0	1021	226	24	0	365	55	10	0	332	91	7	0	0	224	170	11	2	1	0	520	909	237	22	1	0	0
6202	2018-04-03	Б	1	56	38	68	75	76	14	42	10	16	20	1	31	21	64	44	60	71	2	80	79	32	238	15	281	49	12	248	46	0	961	180	11	2	295	90	1	0	230	78	3	0	0	305	165	30	1	0	0	680	657	219	31	0	0	0
6201	2018-04-02	Б	2	38	10	25	75	13	55	68	18	19	69	15	34	51	80	9	77	78	22	5	36	41	238	21	286	83	7	441	58	9	1016	215	13	2	348	46	3	0	362	65	7	0	0	222	209	19	3	0	0	465	834	203	23	13	0	0
6200	2018-04-01	А	4	12	24	31	36	47	33	38	78	13	49	7	23	59	17	63	67	1	48	34	22	18	83	18	136	40	2	317	52	1	632	135	18	0	242	52	1	0	244	76	5	0	0	279	144	22	2	0	0	583	629	97	13	1	0	0
6199	2018-03-31	А	1	48	1	55	71	12	61	10	67	39	24	44	50	30	18	37	66	65	14	17	40	23	152	5	292	31	1	376	54	1	900	207	23	0	308	28	9	0	297	60	4	1	0	272	165	17	0	0	0	529	778	153	11	1	0	0
6198	2018-03-30	А	1	21	23	7	54	63	11	68	60	12	50	65	31	27	58	38	69	59	43	56	13	64	225	4	310	29	2	281	62	10	747	160	29	2	335	25	3	0	352	80	8	2	0	289	142	27	0	0	0	669	747	124	44	2	0	0
6197	2018-03-29	А	4	6	69	1	53	60	13	41	11	2	73	51	10	48	3	68	17	37	52	26	65	63	257	35	268	75	4	421	48	7	845	200	23	2	262	30	3	0	397	95	10	0	0	275	145	18	1	0	0	673	852	325	52	15	0	0
6196	2018-03-28	А	3	53	70	9	77	32	22	60	15	62	17	71	48	23	30	45	79	4	34	5	29	45	98	3	240	44	0	244	20	1	606	98	5	0	190	28	3	0	218	32	3	0	0	218	118	33	1	0	0	718	618	114	14	0	0	0
6195	2018-03-27	А	1	22	11	66	69	62	68	71	36	58	47	59	50	46	51	10	38	30	63	15	17	37	119	209	228	56	5	308	34	4	893	198	9	0	530	71	13	0	324	65	8	0	0	303	146	34	2	0	0	589	917	249	30	1	0	0
6194	2018-03-26	А	4	3	39	11	44	21	40	24	57	66	53	51	38	52	2	49	26	64	4	42	23	18	70	4	216	48	5	257	39	0	685	138	19	0	264	30	0	0	259	72	4	0	0	339	89	20	1	0	0	630	617	107	17	0	0	0
6193	2018-03-25	А	4	13	22	41	29	7	2	57	64	34	55	23	44	48	40	50	63	12	6	76	24	48	102	7	274	28	0	292	43	0	717	182	9	0	227	24	6	0	228	65	7	0	0	279	120	18	3	0	0	491	684	143	9	0	0	0
6192	2018-03-24	А	4	55	25	36	21	3	54	75	23	58	4	33	37	78	7	62	35	44	30	60	42	42	88	4	245	56	1	296	39	1	746	202	12	0	333	57	5	0	315	71	15	0	0	200	190	25	0	0	0	567	805	204	15	1	0	0
6191	2018-03-23	А	1	61	28	43	51	49	13	2	37	58	63	52	76	6	7	78	54	17	31	34	33	41	194	12	231	47	0	298	35	2	792	169	20	0	265	44	2	0	342	75	20	2	0	241	118	18	1	0	0	607	799	176	28	2	0	0
6190	2018-03-22	Б	3	41	16	79	40	6	32	29	78	52	72	57	77	37	74	13	42	38	62	67	28	43	130	13	261	44	4	265	39	3	716	150	17	1	245	34	3	0	362	58	1	0	0	248	154	17	2	1	0	624	744	85	8	0	0	0
6189	2018-03-21	Б	2	21	13	29	57	43	38	4	25	53	5	61	36	27	39	72	7	34	45	79	76	19	79	10	274	40	1	379	37	2	864	143	9	0	331	41	2	0	323	86	10	0	0	205	122	27	3	0	0	503	729	174	30	2	0	0
6188	2018-03-20	Б	3	5	43	60	1	50	21	80	58	42	8	51	53	22	32	4	14	48	7	52	40	29	118	35	271	53	3	345	86	0	834	184	37	1	376	50	3	0	372	95	11	1	0	278	181	25	1	0	0	702	706	234	23	3	1	0
6187	2018-03-19	Б	4	15	36	70	44	62	40	11	51	22	46	71	52	69	55	39	80	10	41	59	12	30	72	8	233	41	0	187	31	0	657	130	18	0	232	24	5	0	205	37	2	1	0	303	99	30	0	0	0	545	586	97	13	1	0	0
6186	2018-03-18	Б	3	35	63	60	48	58	45	64	67	33	71	49	20	5	12	78	38	19	46	42	1	16	121	8	209	24	0	221	20	1	702	127	15	0	235	29	4	0	241	56	6	0	0	236	86	20	12	0	0	675	540	116	14	4	0	0
6185	2018-03-17	Б	2	57	26	41	13	51	35	39	69	6	62	31	54	47	55	24	56	66	25	45	23	26	118	5	265	25	3	211	50	1	692	141	17	0	243	35	4	0	273	58	0	0	0	332	138	27	2	1	0	699	649	128	27	1	0	0
6184	2018-03-16	Б	3	23	44	29	39	42	40	33	62	37	67	5	19	26	61	3	20	80	16	46	6	26	183	10	248	45	0	344	25	4	1007	266	17	1	351	41	3	0	399	66	16	0	0	220	171	23	5	0	0	533	891	144	27	2	0	0
6183	2018-03-15	Б	4	18	64	34	59	62	76	44	4	55	27	37	57	80	7	10	36	9	48	61	45	11	180	19	218	35	2	264	26	1	788	178	24	0	239	54	4	0	347	73	5	0	0	199	174	52	1	0	0	446	768	209	18	3	0	0
6182	2018-03-14	А	4	30	17	64	41	16	60	45	40	35	37	57	79	26	47	59	69	11	66	31	33	30	75	10	244	36	8	235	24	2	640	122	9	0	221	24	1	0	311	77	10	0	0	280	116	14	0	0	0	603	575	155	19	0	0	0
6181	2018-03-13	А	3	24	46	23	2	10	73	78	17	32	7	47	40	55	36	39	64	56	59	31	29	43	142	8	374	32	2	249	38	1	795	131	10	0	234	33	4	0	357	47	3	1	0	186	126	29	11	1	0	410	583	129	11	1	0	0
6180	2018-03-12	Б	2	10	7	63	66	70	43	41	13	17	46	4	73	28	47	79	76	51	50	62	14	27	111	4	424	46	3	286	33	8	656	146	10	1	240	35	2	0	297	57	7	5	0	276	118	18	1	1	0	606	593	101	32	1	0	0
6179	2018-03-11	А	3	75	5	9	16	18	80	57	4	23	77	41	60	53	67	8	76	7	1	78	14	27	62	5	196	46	4	256	47	1	707	194	23	0	387	55	6	0	242	60	16	0	1	274	183	36	2	0	0	721	635	167	40	1	0	0
6178	2018-03-10	Б	2	4	9	48	36	37	46	71	10	69	60	41	19	61	40	3	65	76	5	15	45	36	442	5	308	35	2	233	63	1	797	147	13	1	298	28	5	0	311	64	9	0	0	211	135	19	1	0	0	546	588	160	29	1	0	0
6177	2018-03-09	Б	2	9	38	59	42	15	77	75	44	57	19	49	61	1	10	20	72	45	41	71	52	12	114	3	201	30	5	230	43	1	689	153	10	1	225	26	0	0	272	58	8	1	0	369	117	17	1	0	0	669	748	107	8	1	0	0
6176	2018-03-08	Б	4	49	48	78	72	43	57	12	77	30	59	3	28	2	14	16	19	68	76	44	18	18	95	4	240	28	1	218	36	1	631	147	12	0	215	23	8	0	351	55	6	0	0	229	112	9	2	0	0	428	643	127	29	4	0	0
6175	2018-03-07	Б	2	78	66	42	54	10	57	13	32	76	14	62	9	56	36	20	23	4	3	46	53	28	74	14	213	24	5	315	31	1	714	157	29	0	273	35	2	1	394	57	26	0	0	228	89	17	1	0	0	580	764	134	43	1	0	0
6174	2018-03-06	Б	3	2	78	60	15	55	53	22	27	19	7	67	38	72	16	6	50	33	80	20	36	34	88	9	263	65	2	254	35	3	828	147	15	0	263	49	3	0	300	84	16	0	0	278	162	42	0	0	0	481	639	180	54	0	0	0
6173	2018-03-05	Б	1	31	47	61	73	23	80	29	10	79	19	13	15	9	21	5	14	18	78	56	46	131	161	39	248	73	5	384	53	3	848	230	32	0	523	56	3	0	307	76	8	11	0	221	155	37	20	0	0	412	789	153	13	7	0	0
6172	2018-03-04	Б	3	50	21	62	47	9	17	6	74	44	52	2	38	51	20	1	77	41	35	67	16	21	86	11	178	27	2	157	43	0	551	112	11	1	219	34	0	0	229	32	4	0	0	254	126	12	1	0	0	452	519	89	29	1	0	0
6171	2018-03-03	Б	2	57	66	24	28	71	35	21	74	4	60	10	63	9	8	38	44	31	32	61	33	28	181	13	276	74	2	400	37	1	896	183	23	0	305	39	1	0	351	66	8	0	0	203	144	25	1	0	0	433	818	121	26	3	0	0
6170	2018-03-02	Б	2	20	67	53	16	31	13	56	22	4	41	14	7	52	78	3	49	36	65	1	72	21	99	13	258	44	1	391	68	10	798	190	20	0	323	161	9	1	286	48	32	0	0	192	156	15	0	0	0	503	624	181	13	1	0	0
6169	2018-03-01	Б	1	13	78	20	48	59	68	2	35	57	49	22	45	75	16	15	19	41	3	66	33	44	147	9	358	70	2	315	35	4	744	132	18	0	244	47	1	0	397	67	10	0	0	195	129	17	1	0	0	332	682	109	9	1	0	0
6168	2018-02-28	Б	2	38	75	46	58	31	61	10	2	8	76	73	45	56	29	44	62	48	55	67	70	32	132	1	228	35	2	229	28	1	686	111	7	0	221	27	2	0	286	56	2	0	0	237	95	11	2	0	0	559	515	104	18	2	0	0
6167	2018-02-27	Б	2	31	37	8	45	69	24	72	1	42	18	57	13	29	28	23	7	40	76	12	52	7	207	4	349	55	0	341	57	3	702	140	12	1	304	47	1	0	311	45	3	0	0	261	149	27	0	0	0	496	771	166	13	3	0	0
6166	2018-02-26	Б	2	67	17	58	72	6	59	48	37	11	55	79	42	54	74	20	68	61	50	45	60	25	242	5	199	30	0	247	40	1	567	163	11	1	222	55	10	0	259	65	6	0	0	359	130	58	1	0	0	1066	578	120	19	2	0	0
6165	2018-02-25	А	3	18	50	17	49	71	26	58	11	35	78	8	59	62	12	74	61	6	24	54	3	26	108	5	238	45	3	264	21	0	697	141	14	1	261	36	2	0	304	55	13	0	0	202	99	19	5	0	0	595	597	133	37	0	0	0
6164	2018-02-24	А	4	51	25	55	39	56	71	7	35	6	77	1	14	59	11	52	37	23	36	42	24	36	263	2	336	51	3	350	25	2	689	151	16	1	319	33	0	0	325	66	8	0	0	252	91	24	4	0	0	579	631	161	40	0	0	0
6163	2018-02-23	А	1	74	48	31	68	66	34	4	62	55	29	60	6	69	36	5	40	15	8	45	61	32	148	16	301	60	11	436	76	0	855	184	14	0	284	40	5	0	308	65	21	0	0	310	118	38	0	0	0	605	612	118	24	0	0	0
6162	2018-02-22	А	1	68	9	69	50	66	70	30	75	24	56	35	64	14	48	7	3	71	72	5	80	12	118	35	301	55	4	446	31	5	828	140	21	0	250	33	0	0	291	151	6	0	0	204	128	51	0	0	0	504	523	109	18	1	0	0
6161	2018-02-21	А	4	36	68	61	42	3	53	59	64	40	58	80	12	75	62	77	54	45	78	67	10	65	177	650	291	58	6	363	51	1	808	199	16	1	364	52	4	0	350	123	7	0	0	291	114	44	2	0	0	625	733	169	16	3	0	0
6160	2018-02-20	Б	1	18	25	24	64	39	29	68	31	16	56	59	54	53	7	74	8	50	35	60	19	17	87	56	276	32	1	281	55	1	713	108	27	0	278	42	3	0	255	37	6	1	0	322	103	22	1	2	0	586	510	73	9	0	0	0
6159	2018-02-19	Б	2	6	64	44	74	24	77	40	59	54	43	69	20	28	23	65	58	51	48	67	75	219	99	2	235	64	2	239	23	4	714	129	14	0	263	31	3	0	299	69	5	0	0	290	125	5	1	0	0	618	605	121	7	0	0	0
6158	2018-02-18	Б	1	50	55	33	18	44	52	37	53	46	35	68	47	5	24	21	74	65	2	9	67	31	101	9	268	43	3	217	24	2	578	146	8	4	242	38	4	0	298	102	6	0	0	204	88	18	3	0	0	479	642	132	20	1	0	0
6157	2018-02-17	Б	2	64	14	27	49	34	39	53	8	25	54	63	17	78	60	45	80	59	36	43	76	8	100	2	238	61	1	304	41	0	604	116	25	3	213	36	1	0	281	49	11	0	0	296	105	15	4	0	0	777	618	103	11	0	0	0
6156	2018-02-16	Б	3	72	45	74	67	34	17	15	27	63	32	62	21	55	58	5	46	3	73	18	60	35	182	18	267	79	6	343	34	2	880	158	12	2	318	41	1	0	310	74	14	1	0	313	162	14	2	0	0	593	621	147	12	4	0	0
6155	2018-02-15	Б	2	4	34	17	29	18	9	27	33	67	36	75	31	54	39	35	38	65	32	66	53	37	143	18	229	66	5	578	61	6	603	184	46	9	216	81	14	1	285	59	17	3	0	391	119	20	3	1	0	726	670	137	19	7	0	0
6154	2018-02-14	Б	3	13	14	3	55	18	17	24	52	6	26	67	68	25	4	78	75	54	40	9	33	33	658	15	377	59	1	483	177	2	973	241	15	0	307	66	9	0	367	113	8	0	0	179	164	29	7	1	0	422	949	173	16	4	0	0
6153	2018-02-13	Б	1	6	18	63	13	27	43	16	64	21	15	36	17	41	34	56	49	38	3	54	69	17	113	12	298	41	7	439	50	0	703	148	14	0	228	35	3	0	271	67	7	1	0	374	150	25	3	1	0	740	611	111	21	0	0	0
6152	2018-02-12	Б	3	2	33	17	34	69	26	39	5	23	7	29	47	43	13	46	36	19	32	6	10	20	254	81	255	156	3	331	53	4	1053	266	41	1	312	57	4	0	351	57	6	1	0	257	163	33	3	0	0	596	895	197	36	6	0	0
6151	2018-02-11	Б	2	67	60	11	25	72	75	66	12	40	33	39	5	65	63	70	59	10	3	38	49	11	573	9	257	22	4	223	36	0	686	160	22	1	265	52	7	0	262	57	16	0	0	233	127	25	1	0	0	509	618	134	26	0	0	0
6150	2018-02-10	А	1	13	61	26	16	5	53	47	34	79	3	28	10	72	65	19	66	29	21	63	18	35	165	21	303	69	2	332	49	5	947	297	31	2	359	86	3	0	425	94	8	0	0	221	191	44	5	0	0	604	883	216	33	2	0	0
6149	2018-02-09	А	3	8	71	34	26	55	15	78	7	74	59	61	11	43	38	6	10	32	56	69	39	48	536	16	256	23	2	266	47	1	897	151	16	0	295	34	6	0	301	80	3	2	0	301	113	19	2	0	0	617	582	126	17	1	0	0
6148	2018-02-08	Б	1	36	76	5	77	32	4	25	55	51	72	31	10	12	78	73	28	34	7	60	8	26	210	47	330	109	3	406	54	3	985	237	20	0	320	24	0	1	297	63	7	1	0	238	155	44	6	0	0	563	787	153	11	0	0	0
6147	2018-02-07	Б	4	63	37	8	2	75	59	11	7	3	18	43	32	80	19	20	55	52	66	57	60	93	465	22	328	108	7	439	71	3	970	256	25	1	351	61	6	0	456	116	8	3	0	296	197	30	16	0	0	512	1025	337	47	4	1	0
6146	2018-02-06	Б	3	35	3	41	47	43	55	29	31	40	8	46	56	10	53	27	12	65	6	77	54	60	111	11	263	36	4	224	38	1	818	181	11	0	266	53	4	0	281	69	9	1	0	246	121	24	1	0	0	436	547	136	13	1	0	0
6145	2018-02-05	Б	4	23	65	72	78	53	5	57	61	35	64	6	67	70	77	19	12	10	28	45	51	37	195	15	289	47	1	223	67	1	891	145	14	0	367	28	0	0	331	88	6	0	0	284	153	28	2	0	0	524	600	131	23	2	0	0
6144	2018-02-04	Б	4	5	78	69	18	51	29	7	25	20	67	30	58	12	65	9	55	42	37	62	6	29	332	28	242	45	2	238	38	1	648	149	9	0	220	33	6	1	379	66	4	0	0	191	148	27	2	0	0	443	693	137	37	1	0	0
6143	2018-02-03	А	2	41	61	25	2	40	4	71	51	38	73	65	45	32	17	37	44	8	59	9	56	16	126	5	197	29	2	193	28	0	607	112	7	1	252	35	2	0	279	72	3	0	0	238	117	18	1	0	0	514	650	145	9	0	0	0
